"","Date_Time","Species","Ind","Rec","TRJ","Exp","Session","GS","Sex","ExT","Traj_num","T","RH","c","ta_mic","t_emit","Raw_X","Raw_Y","Raw_Z","Int01_X","Int01_Y","Int01_Z","Int01_angle2mic","Int01_speed","Int01_vel2mic","dur_Th12","dur_E12","FS_Th12","FS_E12","F_MAmp_Th12","F_MAmp_E12","PF_Th12","PF_E12","FE_Th12","FE_E12","LF12_Th12","LF12_E12","HF12_Th12","HF12_E12","peSL_dB_Th12","peSL_dB_E12","rmsSL_Th12","rmsSL_E12","SNR_Th12","SNR_E12","rmsSL_Th12_10cm","rmsSL_E12_10cm","E1","E2","BW","Harmonic","Q_0.75","Q_0.9","PC","Mean_dur_E12","Mean_PF_E12","Mean_LF12_E12","Mean_rmsSL_E12","AAFp","AAmeanFp","AALoF12","AAmeanLoF12","RHfix","thrDur2","avrgDD","realDD2","realDD","frqDD","rmsDD","durDD","TG"
"692",2019-04-11 21:57:12,"M.riparius","013","4","1","1","2019-04-11_002","M.riparius","H","21","1",20.9,97.2,345.4,2.8524,2.8486,0.09,1.3,1.25,0.09,1.3,1.25,17.61,3.17,3,2.7,1.9,117.75,104.19,81.93,81.93,74.5,74.5,58.75,60.52,54750,56250,122000,105000,100.9,100.9,94,94.9,20.05,20.98,114,114.9,118.31363764159,117.687536009528,48.75,"1st",114.2,114.62,"Si",1.9,73.34375,56062.5,93.2625,-3.03324884410127,-2.96660098832564,-1.99722750664525,-1.98684986827718,"real",20,0.89,0.95,0.95,0.88,0.95,0.89,30
"696",2019-04-11 22:06:21,"M.riparius","014","1","1","1","2019-04-11_003","M.riparius","M","21","1",21,98.1,345.4,1.0993,1.0957,-1.05,0.68,1.2,-1.05,0.68,1.2,48.4,2.29,1.51,2.4,1.7,117.46,104.04,81.55,81.55,81.75,81.75,58.75,62,56000,58750,119250,104750,98.9,98.9,92,93,16.85,17.8,112,113,115.802112417116,115.304489213783,46,"1st",112.925,112.97,"Si",1.7,81.75,58750,93,-3.45557844380284,-3.45557844380284,-2.13008456601837,-2.13008456601837,"real",20,0.84,0.84,0.84,0.84,0.84,0.84,30
"699",2019-04-11 23:06:49,"E.brasiliensis","017","2","2","1","2019-04-11_006","E.brasiliensis","M","21","3",20.8,100,345.3,4.4005,4.3948,0.24,1.9,1.66,0.24,1.9,1.66,31.12,3.04,2.61,2.7,1.9,83.95,71.65,60.88,60.88,60.75,60.75,74.26,80.32,34250,36000,124500,123750,92.6,92.6,87.4,88.4,24.13,25.36,107.4,108.4,111.71363764159,111.187536009528,87.75,"1st",108.4,108.4,"Si",2.05333333333333,61.2666666666667,36366.6666666667,87.9933333333333,-2.23310230572721,-2.26230313749151,-0.936907462897319,-0.953819418098643,"real",20.4480519480519,0.73,0.73,0.75,0.73,0.75,0.71,30
"700",2019-04-11 23:06:49,"E.brasiliensis","017","2","3","1","2019-04-11_006","E.brasiliensis","M","21","3",20.8,100,345.3,6.7744,6.7675,0.37,2.34,1.52,0.37,2.34,1.52,17.2,2.3,2.2,2.9,2.3,83.96,74.62,62.55,62.55,75,63,74.15,76.75,35500,35750,114500,114250,95.8,95.8,89.9,90.4,24.13,25.36,109.9,110.4,114.52397997899,114.017278360176,78.5,"1st",109.925,110.21,"Si",2.05333333333333,61.2666666666667,36366.6666666667,87.9933333333333,-2.36061255666336,-2.26230313749151,-0.925433573371027,-0.953819418098643,"real",19.2792207792208,0.73,0.84,0.81,0.73,0.82,0.76,30
"702",2019-04-11 23:06:59,"E.brasiliensis","017","3","1","1","2019-04-11_006","E.brasiliensis","M","21","3",20.8,100,345.3,0.7888,0.7821,0.44,2.26,1.58,0.44,2.26,1.58,28.37,2.73,2.4,2,1.5,82.5,72.8,62.71,62.71,62.5,62.5,38.99,84,36750,38000,108750,108500,89.7,89.7,84,84.7,27.12,28.13,104,104.7,107.01029995664,106.460912590557,70.5,"1st",104.7,104.7,"Si",2.05333333333333,61.2666666666667,36366.6666666667,87.9933333333333,-2.33220155258066,-2.26230313749151,-1.03032377716377,-0.953819418098643,"real",21.6168831168831,0.73,0.57,0.62,0.73,0.62,0.67,30
"703",2019-04-11 23:06:59,"E.brasiliensis","017","3","3","1","2019-04-11_006","E.brasiliensis","M","21","3",20.8,100,345.3,6.656,6.6493,0.22,2.28,1.64,0.22,2.28,1.64,24.31,2.85,2.6,2.6,1.9,83.14,74.25,61.06,61.06,62.75,62.75,74.79,80.82,35750,37000,109750,109750,93.6,93.6,87.5,88.4,27.12,28.13,107.5,108.4,111.649733479708,111.187536009528,72.75,"1st",108.4,108.4,"Si",2.05333333333333,61.2666666666667,36366.6666666667,87.9933333333333,-2.34640190567492,-2.26230313749151,-0.98326095425683,-0.953819418098643,"real",20.4480519480519,0.73,0.72,0.74,0.73,0.75,0.71,30
"704",2019-04-11 23:07:07,"E.brasiliensis","017","4","1","1","2019-04-11_006","E.brasiliensis","M","21","4",20.8,100,345.3,1.0767,1.0685,0.37,2.78,1.6,0.37,2.78,1.6,18.42,2.54,2.4,2.7,2.1,81.7,74.31,72.57,72.57,74.5,63.25,73.25,76.72,35750,36250,113500,113000,94.5,94.5,88.8,89.5,21.5,21.76,108.8,109.5,113.11363764159,112.722192947339,76.75,"1st",109.3,109.42,"Si",2.05333333333333,61.2666666666667,36366.6666666667,87.9933333333333,-2.37483333522288,-2.26230313749151,-0.948427636243926,-0.953819418098643,"real",19.8636363636364,0.73,0.78,0.78,0.72,0.79,0.74,30
"707",2019-04-11 23:07:07,"E.brasiliensis","017","4","2","1","2019-04-11_006","E.brasiliensis","M","21","4",20.8,100,345.3,3.8291,3.8226,0.31,2.22,1.38,0.31,2.22,1.38,16.44,2.4,2.3,3.1,2.5,86.28,76.58,62.54,62.54,75.25,63,72.26,75.53,35250,35000,97750,98250,94.9,94.9,88.3,88.6,21.5,21.76,108.3,108.6,113.213616938343,112.57940008672,63.25,"1st",108.6,108.6,"Si",2.05333333333333,61.2666666666667,36366.6666666667,87.9933333333333,-2.36061255666336,-2.26230313749151,-0.891294553727529,-0.953819418098643,"real",18.6948051948052,0.73,0.8,0.75,0.73,0.75,0.78,30
"708",2019-04-11 23:07:07,"E.brasiliensis","017","4","3","1","2019-04-11_006","E.brasiliensis","M","21","4",20.8,100,345.3,6.0136,6.0088,0.34,1.53,1.74,0.34,1.53,1.74,21.4,2.69,2.5,2.4,1.7,79.86,65.44,114.75,114.75,43.5,54.75,112.65,40,34000,35500,126500,126250,88,88,81.4,82.5,21.5,21.76,101.4,102.5,105.202112417116,104.804489213783,90.75,"1st",102.5,102.5,"Si",2.05333333333333,61.2666666666667,36366.6666666667,87.9933333333333,-1.89815888535935,-2.26230313749151,-0.914006461269467,-0.953819418098643,"real",21.0324675324675,0.73,0.54,0.57,0.75,0.56,0.69,30
"709",2019-04-11 23:07:07,"E.brasiliensis","017","4","4","1","2019-04-11_006","E.brasiliensis","M","21","4",20.8,100,345.3,9.265,9.258,-0.08,2.37,1.53,-0.08,2.37,1.53,22.23,2.27,2.1,2.4,1.9,89.87,78.95,72.71,72.71,73.25,63,76.75,82.97,39000,39750,116000,116000,97.9,97.9,90.9,91.3,21.5,21.76,110.9,111.3,114.702112417116,114.087536009528,76.25,"1st",110.65,111.04,"Si",2.05333333333333,61.2666666666667,36366.6666666667,87.9933333333333,-2.36061255666336,-2.26230313749151,-1.11429862131219,-0.953819418098643,"real",20.4480519480519,0.73,0.83,0.85,0.73,0.86,0.71,30
"711",2019-04-11 23:07:18,"E.brasiliensis","017","5","1","1","2019-04-11_006","E.brasiliensis","M","21","2",20.8,100,345.3,1.7599,1.7543,-0.03,1.9,1.51,-0.03,1.9,1.51,26.82,3.06,2.7,2.7,2,77.64,71.8,60.58,60.58,61,61,74.52,40.15,35000,36750,112000,111500,93.2,93.2,86,87,21.87,22.34,106,107,110.31363764159,110.01029995664,74.75,"1st",106.5,106.8,"Si",2.05333333333333,61.2666666666667,36366.6666666667,87.9933333333333,-2.24722557340288,-2.26230313749151,-0.971604870297285,-0.953819418098643,"real",20.1558441558442,0.73,0.69,0.7,0.73,0.7,0.73,30
"713",2019-04-11 23:07:18,"E.brasiliensis","017","5","2","1","2019-04-11_006","E.brasiliensis","M","21","2",20.8,100,345.3,7.9549,7.9489,-0.63,1.96,1.46,-0.63,1.96,1.46,26.9,3.03,2.7,2.8,2,80.9,72.19,63.7,63.7,57.75,57.75,73.79,78.5,34500,35750,120500,119500,92.9,92.9,86.1,86.9,21.87,22.34,106.1,106.9,110.571580313422,109.91029995664,83.75,"1st",105.825,106.47,"Si",2.05333333333333,61.2666666666667,36366.6666666667,87.9933333333333,-2.06459837389237,-2.26230313749151,-0.925433573371027,-0.953819418098643,"real",20.1558441558442,0.73,0.7,0.7,0.74,0.69,0.73,30
"715",2019-04-11 23:07:30,"E.brasiliensis","017","6","1","1","2019-04-11_006","E.brasiliensis","M","21","2",20.8,100,345.3,4.2853,4.2782,0.32,2.42,1.46,0.32,2.42,1.46,16.89,2.69,2.6,3.1,2.5,81.44,73.69,61.82,61.82,61.5,61.5,72.5,75.5,34000,34500,115500,114250,93.4,93.4,86.4,86.8,15.57,16.41,106.4,106.8,111.313616938343,110.77940008672,79.75,"1st",105.7,106.36,"Si",2.05333333333333,61.2666666666667,36366.6666666667,87.9933333333333,-2.27550662132706,-2.26230313749151,-0.868775728267115,-0.953819418098643,"real",18.6948051948052,0.73,0.73,0.69,0.73,0.69,0.78,30
"718",2019-04-11 23:07:30,"E.brasiliensis","017","6","2","1","2019-04-11_006","E.brasiliensis","M","21","2",20.8,100,345.3,7.3478,7.3421,-0.66,1.85,1.51,-0.66,1.85,1.51,25.69,3.34,3.01,2.2,1.6,79.5,72.25,62.12,62.12,57.5,57.5,35.66,42.23,36750,38750,114000,114000,92,92,86.3,87.3,15.57,16.41,106.3,107.3,109.724226808222,109.341199826559,75.25,"1st",106.85,107.12,"Si",2.05333333333333,61.2666666666667,36366.6666666667,87.9933333333333,-2.05064407237912,-2.26230313749151,-1.06606791597968,-0.953819418098643,"real",21.3246753246753,0.73,0.67,0.72,0.74,0.71,0.68,30
"720",2019-04-11 23:07:42,"E.brasiliensis","017","7","1","1","2019-04-11_006","E.brasiliensis","M","21","3",20.8,100,345.3,1.5388,1.5317,0.11,2.44,1.38,0.11,2.44,1.38,9.63,2.93,2.9,3,2.5,84.43,74.75,61.68,61.68,75.25,62.5,73.73,75.53,35250,35000,112250,114000,96.3,96.3,90.3,90.7,26.7,27.24,110.3,110.7,115.071212547197,114.67940008672,79,"1st",110,110.42,"Si",2.05333333333333,61.2666666666667,36366.6666666667,87.9933333333333,-2.33220155258066,-2.26230313749151,-0.891294553727529,-0.953819418098643,"real",18.6948051948052,0.73,0.88,0.83,0.73,0.83,0.78,30
"722",2019-04-11 23:07:42,"E.brasiliensis","017","7","2","1","2019-04-11_006","E.brasiliensis","M","21","3",20.8,100,345.3,4.5671,4.5593,0.02,2.69,1.46,0.02,2.69,1.46,7.7,2.83,2.8,2.9,2.3,82.69,74.75,61.84,61.84,75.75,62.5,73.79,77.25,35750,36000,101500,102000,95.2,95.2,89.2,89.8,26.7,27.24,109.2,109.8,113.82397997899,113.417278360176,66,"1st",108.35,109.22,"Si",2.05333333333333,61.2666666666667,36366.6666666667,87.9933333333333,-2.33220155258066,-2.26230313749151,-0.936907462897319,-0.953819418098643,"real",19.2792207792208,0.73,0.82,0.79,0.73,0.8,0.76,30
"724",2019-04-11 23:07:42,"E.brasiliensis","017","7","3","1","2019-04-11_006","E.brasiliensis","M","21","3",20.8,100,345.3,7.396,7.3878,0.37,2.8,1.46,0.37,2.8,1.46,8.79,2.64,2.6,2.6,2.1,81.42,74.02,62.25,62.25,75.25,63.25,74,76.5,35000,35500,109750,109000,92.7,92.7,87.1,87.6,26.7,27.24,107.1,107.6,111.249733479708,110.822192947339,73.5,"1st",106.4,107.12,"Si",2.05333333333333,61.2666666666667,36366.6666666667,87.9933333333333,-2.37483333522288,-2.26230313749151,-0.914006461269467,-0.953819418098643,"real",19.8636363636364,0.73,0.72,0.71,0.72,0.72,0.74,30
"726",2019-04-11 23:11:27,"M.keaysi","018","1","1","1","2019-04-11_007","M.keaysi","H","21","2",20.8,100,345.3,4.8159,4.8098,0.17,2.1,0.97,0.17,2.1,0.97,0,2.66,2.66,2.9,2.1,120.75,108.22,73.62,73.62,73,73,59.25,62.03,56250,58000,122250,107500,99.3,99.3,93,94,26.28,27.24,113,114,117.62397997899,117.222192947339,49.5,"1st",113.625,113.85,"Si",1.65714285714286,74.7857142857143,58607.1428571429,90.5,-2.93581382114584,-3.03960545447688,-2.07856697539084,-2.11254886122994,"real",18.3965517241379,0.78,0.98,0.92,0.78,0.91,0.84,30
"730",2019-04-11 23:11:27,"M.keaysi","018","1","2","1","2019-04-11_007","M.keaysi","H","21","2",20.8,100,345.3,5.9709,5.9676,-1.11,-0.03,1.27,-1.11,-0.03,1.27,21.29,1.29,1.2,2.2,1.6,118.94,107.44,71.21,71.21,70.5,70.5,118.03,62.24,56500,58500,121000,107000,98.2,98.2,92.1,93,26.28,27.24,112.1,113,115.524226808222,115.041199826559,48.5,"1st",111.1,112.24,"Si",1.65714285714286,74.7857142857143,58607.1428571429,90.5,-2.79096919234457,-3.03960545447688,-2.10654616891115,-2.11254886122994,"real",20.2068965517241,0.78,0.88,0.89,0.79,0.87,0.77,30
"736",2019-04-11 23:11:40,"M.keaysi","018","2","1","1","2019-04-11_007","M.keaysi","H","21","2",20.8,99.9,345.3,5.9411,5.9349,0.21,2.06,1.67,0.21,2.06,1.67,20.96,2.58,2.4,2.6,1.8,112.31,99,82.6,82.6,73.5,73.5,60.25,62.25,56500,58250,110000,101250,98.6,98.6,91.1,92.1,25.37,26.73,111.1,112.1,115.249733479708,114.652725051033,43,"1st",110.3,111.38,"Si",1.65714285714286,74.7857142857143,58607.1428571429,90.5,-2.96519432424727,-3.03991978860688,-2.09315460811455,-2.11315032484807,"real",19.4827586206897,0.78,0.86,0.84,0.78,0.84,0.8,30
"741",2019-04-11 23:11:40,"M.keaysi","018","2","2","1","2019-04-11_007","M.keaysi","H","21","2",20.8,99.9,345.3,2.6012,2.5979,-0.88,0.3,1.87,-0.88,0.3,1.87,58.62,2.31,1.22,2,1.5,103.87,96.92,80.89,80.89,80.25,80.25,58.77,60.74,55000,56750,104000,100750,92.6,92.6,85.6,86.3,25.37,26.73,105.6,106.3,108.61029995664,108.060912590557,44,"1st",105.475,105.97,"Si",1.65714285714286,74.7857142857143,58607.1428571429,90.5,-3.35882704506435,-3.03991978860688,-2.00948740266191,-2.11315032484807,"real",20.5689655172414,0.78,0.61,0.63,0.76,0.64,0.76,30
"743",2019-04-11 23:12:07,"M.keaysi","018","5","1","1","2019-04-11_007","M.keaysi","H","21","2",20.8,99.9,345.3,7.5659,7.5626,-0.8,0.78,0.95,-0.8,0.78,0.95,42.92,2.89,2.12,1.9,1.3,110.1,97.34,72,72,71.5,71.5,60.51,62.85,57500,59500,104000,100750,91.6,91.6,84.8,86,32.59,33.84,104.8,106,107.587536009528,107.139433523068,41.25,"1st",105.95,105.98,"Si",1.65714285714286,74.7857142857143,58607.1428571429,90.5,-2.84922846216547,-3.03991978860688,-2.16325844094094,-2.11315032484807,"real",21.2931034482759,0.78,0.6,0.64,0.79,0.63,0.73,30
"747",2019-04-11 23:12:07,"M.keaysi","018","5","3","1","2019-04-11_007","M.keaysi","H","21","2",20.8,99.9,345.3,1.0104,1.0075,-0.92,0.38,1.14,-0.92,0.38,1.14,55.36,2.71,1.52,2.1,1.4,116.09,100.18,81.79,81.79,72,72,58.75,62.37,56250,59000,113500,103500,91.5,91.5,85.2,86.6,32.59,33.84,105.2,106.6,108.422192947339,108.061280356782,44.5,"1st",106.2,106.44,"Si",1.65714285714286,74.7857142857143,58607.1428571429,90.5,-2.87818697821738,-3.03991978860688,-2.13517732253955,-2.11315032484807,"real",20.9310344827586,0.78,0.63,0.66,0.79,0.65,0.75,30
"753",2019-04-11 23:12:18,"M.keaysi","018","6","1","1","2019-04-11_007","M.keaysi","H","21","1",20.8,99.9,345.3,4.8875,4.8831,0.22,1.5,1.26,0.22,1.5,1.26,0,2.6,2.6,2.6,1.9,120.93,109.93,82.45,82.45,82.75,82.75,61.49,64.24,58000,60250,121250,112250,101.6,101.6,94.6,95.5,25.99,26.69,114.6,115.5,118.749733479708,118.287536009528,52,"1st",114.95,115.2,"Si",1.65714285714286,74.7857142857143,58607.1428571429,90.5,-3.50536200748261,-3.03991978860688,-2.20547485647159,-2.11315032484807,"real",19.1206896551724,0.78,0.97,0.93,0.75,0.97,0.81,30
"759",2019-04-11 23:37:17,"M.riparius","012","2","1","2","2019-04-11_008","M.riparius","H","23","2",22.7,99.9,346.5,5.4857,5.4791,-0.77,2.09,1.76,-0.77,2.09,1.76,28.91,2.44,2.1,3.1,2.2,120.32,104,81.8,81.8,76,76,61,63.99,57750,59750,116500,105250,104.4,104.4,97.4,98.4,17.28,17.99,117.4,118.4,122.313616938343,121.824226808222,45.5,"1st",117.35,117.98,"Si",1.7,75.5833333333333,58666.6666666667,94.0666666666667,-3.13248405478575,-3.10668041468569,-2.15132411660606,-2.08832371653121,"real",18.2352941176471,0.91,1.17,1.09,0.91,1.09,0.98,30
"762",2019-04-11 23:37:17,"M.riparius","012","2","2","2","2019-04-11_008","M.riparius","H","23","2",22.7,99.9,346.5,1.7508,1.7476,-0.89,0.15,1.75,-0.89,0.15,1.75,27.73,1.58,1.4,2.1,1.4,112.44,98.05,81.59,81.59,74.5,74.5,58.98,62.76,56250,58750,109000,102250,98.9,98.9,92.2,93.6,17.28,17.99,112.2,113.6,115.422192947339,115.061280356782,43.5,"1st",113.3,113.48,"Si",1.7,75.5833333333333,58666.6666666667,94.0666666666667,-3.03971496266364,-3.10668041468569,-2.0931560631993,-2.08832371653121,"real",21.0588235294118,0.91,0.85,0.89,0.91,0.89,0.87,30
"772",2019-04-11 23:38:24,"M.riparius","012","5","1","2","2019-04-11_008","M.riparius","H","23","1",22.7,99.8,346.5,7.7163,7.7125,-0.33,0.99,1.97,-0.33,0.99,1.97,40.96,2.38,1.81,2.6,1.8,119.03,104.46,80.82,80.82,81,81,60.76,64.29,58250,61500,116500,105000,104.5,104.5,97.1,98.3,15.52,15.75,117.1,118.3,121.249733479708,120.852725051033,43.5,"1st",115.7,116.78,"Si",1.7,75.5833333333333,58666.6666666667,94.0666666666667,-3.44446953494396,-3.10725065695146,-2.25462158732042,-2.08907257908421,"real",19.6470588235294,0.91,1.07,1.05,0.88,1.09,0.92,30
"780",2019-04-11 23:47:49,"M.riparius","014","1","1","2","2019-04-11_010","M.riparius","M","23","1",22.5,97.8,346.3,0.3975,0.3942,0.66,0.89,1.37,0.66,0.89,1.37,29.71,2.19,1.91,2.5,1.8,117.66,100.95,81.65,81.65,82.25,82.25,117.25,60.1,55000,56500,124500,104500,98.3,98.3,91.2,92.1,19.46,21.02,111.2,112.1,115.17940008672,114.652725051033,48,"1st",111.4,111.82,"Si",1.7,81.75,58750,93,-3.52709733196387,-3.49618470914376,-1.98312778287039,-2.11229778010191,"real",19.6470588235294,0.84,0.82,0.81,0.84,0.81,0.85,30
"782",2019-04-11 23:47:56,"M.riparius","014","2","1","2","2019-04-11_010","M.riparius","M","23","1",22.5,97.8,346.3,3.0397,3.0341,-0.44,1.76,1.84,-0.44,1.76,1.84,35.61,2.74,2.21,2.6,1.8,118.2,102.66,96.1,96.1,82.75,82.75,117.25,61.29,55500,57750,122500,105250,99.7,99.7,92.9,93.9,17.53,18.76,112.9,113.9,117.049733479708,116.452725051033,47.5,"1st",112.75,113.6,"Si",1.7,81.75,58750,93,-3.55803355630753,-3.49618470914376,-2.05468989064195,-2.11229778010191,"real",19.6470588235294,0.84,0.88,0.87,0.84,0.87,0.85,30
"788",2019-04-11 23:48:05,"M.riparius","014","3","1","2","2019-04-11_010","M.riparius","M","23","1",22.5,97.8,346.3,2.0577,2.0516,-0.57,1.91,1.89,-0.57,1.91,1.89,35.07,2.7,2.21,2.4,1.7,118.83,103.59,82.25,82.25,82.75,82.75,118.73,61.97,56500,58750,122500,105750,100.4,100.4,93.5,94.5,19.29,20.73,113.5,114.5,117.302112417116,116.804489213783,47,"1st",112.7,113.78,"Si",1.7,81.75,58750,93,-3.55803355630753,-3.49618470914376,-2.11229778010191,-2.11229778010191,"real",20,0.84,0.89,0.89,0.84,0.9,0.84,30
"795",2019-04-11 23:48:25,"M.riparius","014","5","1","2","2019-04-11_010","M.riparius","M","23","1",22.5,97.8,346.3,8.4359,8.4314,-0.26,1.25,2.05,-0.26,1.25,2.05,47.25,2.97,2.02,2.1,1.5,119.45,105.61,81.79,81.79,81,81,60.34,64.09,57750,60750,118000,106500,103.4,103.4,96.7,97.9,21.06,22.4,116.7,117.9,119.922192947339,119.660912590557,45.75,"1st",113.925,116.5,"Si",1.7,81.75,58750,93,-3.44986097688896,-3.49618470914376,-2.22840214680831,-2.11229778010191,"real",20.7058823529412,0.84,1.01,1.04,0.84,1.03,0.82,30
"797",2019-04-11 23:48:35,"M.riparius","014","6","1","2","2019-04-11_010","M.riparius","M","23","1",22.4,97.7,346.3,1.8136,1.8071,-0.65,2.05,1.84,-0.65,2.05,1.84,35.64,2.47,2,2.4,1.7,118.5,104.6,82,82,82.25,82.25,59.74,62.16,56250,58250,121500,106000,98.8,98.8,92.4,93.3,19.58,20.88,112.4,113.3,116.202112417116,115.604489213783,47.75,"1st",111.1,112.88,"Si",1.7,81.75,58750,93,-3.52533984354587,-3.4945458512764,-2.08588527984016,-2.11467938561432,"real",20,0.84,0.85,0.85,0.84,0.85,0.84,30
"818",2019-04-12 00:03:54,"E.brasiliensis","017","1","1","2","2019-04-11_013","E.brasiliensis","M","23","2",22.4,96.3,346.3,2.7966,2.7907,0.27,1.97,1.64,0.27,1.97,1.64,18.53,2.43,2.3,2.9,2.2,72.95,64.39,59.3,59.3,43,43.5,29.95,39,33500,34500,121750,121750,87.4,87.4,81.7,82.5,31.62,32.77,101.7,102.5,106.32397997899,105.924226808222,87.25,"1st",102.5,102.5,"Si",2.05333333333333,61.2666666666667,36366.6666666667,87.9933333333333,-1.28949028850137,-2.27050203840102,-0.856282535117875,-0.941215867343969,"real",19.5714285714286,0.73,0.6,0.59,0.79,0.56,0.75,30
"819",2019-04-12 00:03:54,"E.brasiliensis","017","1","2","2","2019-04-11_013","E.brasiliensis","M","23","2",22.4,96.3,346.3,0.9567,0.9529,-0.56,0.42,2.26,-0.56,0.42,2.26,24.03,1.53,1.4,1.8,1.4,81.15,76,63.34,63.34,64.5,64.5,74.25,80.07,36500,37750,112250,112000,92.5,92.5,87,87.6,31.62,32.77,107,107.6,109.552725051033,109.061280356782,74.25,"1st",103.5,105.96,"Si",2.05333333333333,61.2666666666667,36366.6666666667,87.9933333333333,-2.45998855443704,-2.27050203840102,-1.005940562987,-0.941215867343969,"real",21.9090909090909,0.73,0.64,0.71,0.72,0.72,0.66,30
"825",2019-04-12 00:04:02,"E.brasiliensis","017","2","1","2","2019-04-11_013","E.brasiliensis","M","23","2",22.4,96.3,346.3,3.3219,3.3179,-0.68,1.12,1.62,-0.68,1.12,1.62,37.03,3.02,2.41,2.8,2.3,74.19,69.9,60.4,60.4,62,62,72.48,75.48,33250,34000,116500,116000,89.4,89.4,83.8,84.1,20.59,21.62,103.8,104.1,108.271580313422,107.717278360176,82,"1st",103.775,103.97,"Si",2.05333333333333,61.2666666666667,36366.6666666667,87.9933333333333,-2.31327261012074,-2.27050203840102,-0.834023600534571,-0.941215867343969,"real",19.2792207792208,0.73,0.62,0.6,0.73,0.6,0.76,30
"827",2019-04-12 00:04:02,"E.brasiliensis","017","2","2","2","2019-04-11_013","E.brasiliensis","M","23","2",22.4,96.3,346.3,6.2268,6.2226,-0.53,1.27,1.59,-0.53,1.27,1.59,35.25,3.1,2.51,2.6,2.1,73.5,68.75,64.75,64.75,63.75,62.75,75.25,79.37,34750,35750,120500,120000,91.1,91.1,84.9,85.5,20.59,21.62,104.9,105.5,109.049733479708,108.722192947339,84.25,"1st",104.35,105.04,"Si",2.05333333333333,61.2666666666667,36366.6666666667,87.9933333333333,-2.35714419627139,-2.27050203840102,-0.912844300889573,-0.941215867343969,"real",19.8636363636364,0.73,0.65,0.64,0.73,0.65,0.74,30
"830",2019-04-12 00:04:11,"E.brasiliensis","017","3","1","2","2019-04-11_013","E.brasiliensis","M","23","1",22.4,96.3,346.3,1.1138,1.1111,-0.56,0.12,1.95,-0.56,0.12,1.94,55.95,2.72,1.53,2.3,1.8,66.8,61.45,96.65,96.65,41.25,41.75,37.02,38.48,33000,33750,123000,122750,85.3,85.3,80.1,80.7,18.56,19.26,100.1,100.7,103.717278360176,103.252725051033,89,"1st",99.7,100.3,"Si",2.05333333333333,61.2666666666667,36366.6666666667,87.9933333333333,-1.20088956129141,-2.27050203840102,-0.822974373055515,-0.941215867343969,"real",20.7402597402597,0.73,0.52,0.54,0.79,0.51,0.7,30
"832",2019-04-12 00:04:19,"E.brasiliensis","017","4","1","2","2019-04-11_013","E.brasiliensis","M","23","2",22.4,96.3,346.3,0.1928,0.1888,0.34,1.34,1.34,0.34,1.34,1.34,25.45,2.51,2.2,2.9,2.3,82.7,74.75,63.5,63.5,62.75,62.75,74.22,78.9,35500,36250,110250,110250,96.3,96.3,89.6,90.3,26.41,27.36,109.6,110.3,114.22397997899,113.917278360176,74,"1st",106.85,108.92,"Si",2.05333333333333,61.2666666666667,36366.6666666667,87.9933333333333,-2.35714419627139,-2.27050203840102,-0.935825069911999,-0.941215867343969,"real",19.2792207792208,0.73,0.84,0.81,0.73,0.82,0.76,30
"835",2019-04-12 00:04:19,"E.brasiliensis","017","4","2","2","2019-04-11_013","E.brasiliensis","M","23","2",22.4,96.3,346.3,2.3698,2.3649,0.46,1.6,1.5,0.46,1.6,1.5,26.82,2.58,2.3,3,2.3,87.25,75.85,63.8,63.8,82,63.75,74.46,80.22,37000,37250,112500,113250,98.8,98.8,93.3,94,26.41,27.36,113.3,114,118.071212547197,117.617278360176,76,"1st",113.15,113.66,"Si",2.05333333333333,61.2666666666667,36366.6666666667,87.9933333333333,-2.4158332519369,-2.27050203840102,-0.982376832666474,-0.941215867343969,"real",19.2792207792208,0.73,0.99,0.96,0.72,0.97,0.76,30
"838",2019-04-12 00:04:38,"E.brasiliensis","017","6","1","2","2019-04-11_013","E.brasiliensis","M","23","4",22.5,96.6,346.3,1.1633,1.1593,0.34,1.31,1.35,0.34,1.31,1.35,16.63,2.51,2.4,3.6,3,83.9,74.49,63.68,63.68,75.75,44,72.24,74.73,34000,33750,96500,99500,96.4,96.4,90.2,90.5,28.2,28.97,110.2,110.5,115.763025007673,115.271212547197,65.75,"1st",110.5,110.5,"Si",2.05333333333333,61.2666666666667,36366.6666666667,87.9933333333333,-1.31081003721013,-2.26711231160906,-0.819431749681098,-0.937393251030081,"real",17.2337662337662,0.73,1.03,0.89,0.79,0.82,0.83,30
"839",2019-04-12 00:04:38,"E.brasiliensis","017","6","2","2","2019-04-11_013","E.brasiliensis","M","23","4",22.5,96.6,346.3,2.7136,2.7085,0.46,1.63,1.54,0.46,1.63,1.54,31.32,2.46,2.1,2.3,1.8,85.75,75.25,63.4,63.4,64.25,64.25,75.3,81.05,36500,37250,114250,114250,95.8,95.8,90.4,91,28.2,28.97,110.4,111,114.017278360176,113.552725051033,77,"1st",109.7,110.48,"Si",2.05333333333333,61.2666666666667,36366.6666666667,87.9933333333333,-2.44233308084821,-2.26711231160906,-0.978470475833679,-0.937393251030081,"real",20.7402597402597,0.73,0.8,0.83,0.72,0.84,0.7,30
